id;airline;plane_model;total_seats;origin;destination;schedule_departure_date;schedule_arrival_date;real_departure_date;real_arrival_date;pilot;copilot;notes
0000000968;Swiss International Air Lines;Airbus A319;140;ZRH;MXP;2022/03/06 03:18:29;2022/03/06 04:03:29;2022/03/06 04:03:29;2022/03/06 05:53:29;William Brown;Emily Wilson;We maintain high standards for cleanliness on board.
0000000969;Ukraine International Airlines;Embraer E195;120;KBP;wAw;2022/11/02 12:46:28;2022/11/02 14:16:28;2022/11/02 12:46:28;2022/11/02 15:46:28;Olivia Brown;Sarah Moore;
0000000970;LOT Polish Airlines;Embraer E190;100;WAW;BUD;2022/07/19 03:09:55;2022/07/19 04:24:55;2022/07/19 03:24:55;2022/07/19 06:14:55;David Johnson;Michael Johnson;
0000000971;Ryanair;Boeing 737;L;DUB;BCN;2023/06/01 09:54:23;2023/06/01 12:39:23;2023/06/01 09:54:23;2023/06/01 16:09:23;Laura Wilson;Sarah Davis;
0000000972;EasyJet;Airbus A320;180;LHR;CDG;2022/07/14 16:48:16;2022/07/14 18:03:16;2022/07/14 17:08:16;2022/07/14 19:38:16;Sarah Jones;Jane Smith;
0000000973;Air France;Airbus A321;220;CDG;FCO;2021/08/03 01:13:42;2021/08/03 02:58:42;2021/08/03 01:18:42;2021/08/03 04:48:42;John Williams;Robert Smith;
0000000974;Ryanair;Boeing 737;189;DUB;BCN;2023/05/15 08:46:43;2023/05/15 11:31:43;2023/05/15 08:46:43;2023/05/15 14:16:43;Laura Wilson;Sarah Davis;We maintain high standards for cleanliness on board.
0000000975;Aer Lingus;Airbus A320;180;DUB;LIS;2021/08/06 00:13:20;2021/08/06 03:13:20;2021/08/06 00:13:20;2021/08/06 06:13:20;Jane Jones;David Davis;
0000000976;Turkish Airlines;Airbus A320;200;IST;PRG;2021/08/08 05:51:50;2021/08/08 08:21:50;2021/08/08 05:51:50;2021/08/08 10:51:50;Sarah Taylor;David Smith;
0000000977;EasyJet;Airbus A320;180;LHR;CDG;2022/04/01 14:52:01;2022/04/01 16:07:01;2022/04/01 14:52:01;2022/04/01 17:22:01;Sarah Jones;Jane Smith;We have a strong commitment to on-time departures.
0000000978;Air France;Airbus A321;220;CDG;FCO;2022/04/01 07:04:33;2022/04/01 05:19:33;2022/04/01 05:49:33;2022/04/01 09:19:33;John Williams;Robert Smith;
0000000979;Scandinavian Airlines (SAS);Boeing 737;160;CPH;OSL;2022/05/21 14:51:35;2022/05/21 15:51:35;2022/05/21 15:11:35;2022/05/21 17:11:35;David Smith;John Jones;
0000000980;Lufthansa;Boeing 777;300;FRA;MAD;2022/07/20 03:54:11;2022/07/20 06:24:11;2022/07/20 03:54:11;2022/07/20 08:59:11;Emily Davis;Laura Brown;
0000000981;Turkish Airlines;Airbus A320;200;IST;PRG;2023/08/01 17:12:36;2023/08/01 19:42:36;2023/08/01 17:32:36;2023/08/01 22:47:36;Sarah Taylor;David Smith;The approach to the runway is clear and safe.
0000000982;Scandinavian Airlines (SAS);Boeing 737;160;ARN;HEL;2023/05/01 17:30:38;2023/05/01 18:40:38;2023/05/01 17:45:38;2023/05/01 20:05:38;Sarah Davis;Michael Brown;
0000000983;Norwegian Air Shuttle;Boeing 737;150;OSL;CPH;2021/09/09 13:41:24;2021/09/09 14:41:24;2021/09/09 13:41:24;2021/09/09 16:26:24;Laura Moore;John Taylor;
0000000984;Ukraine International Airlines;Embraer E195;120;KBP;WAW;2022/05/14 17:19:45;2022/05/14 18:49:45;2022/05/14 17:19:45;2022/05/14 20:34:45;Olivia Brown;Sarah Moore;
0000000985;Scandinavian Airlines (SAS);Boeing 737;160;CPH;OSL;2022/04/08 14:23:56;2022/04/08 15:23:56;2022/04/08 14:43:56;2022/04/08 17:13:56;David Smith;John Jones;
0000000986;Iberia;Airbus A321;220;MAD;LIS;2021/03/17 14:48:56;2021/03/17 16:03:56;2021/03/17 15:18:56;2021/03/17 17:53:56;Robert Johnson;John Moore;We're starting our descent into our destination.
0000000987;British Airways;Boeing 737;150;LHR;AMS;2022/08/17 03:57:29;2022/08/17 05:07:29;2022/08/17 03:57:29;2022/08/17 06:17:29;Sarah Smith;Emily Johnson;
0000000988;Ukraine International Airlines;Embraer E195;120;KBP;WAW;2021/03/10 08:56:34;2021/03/10 10:26:34;2021/03/10 09:26:34;2021/03/10 12:56:34;Olivia Brown;Sarah Moore;
0000000989;Lufthansa;Boeing 777;300;FRA;MAD;2021/11/05 01:27:53;2021/11/05 03:57:53;2021/11/05 01:27:53;2021/11/05 06:42:53;Emily Davis;Laura Brown;
0000000990;Air France;Airbus A321;220;CDG;FCO;2023/03/03 12:53:48;2023/03/03 14:38:48;2023/03/03 12:53:48;2023/03/03 16:43:48;John Williams;Robert Smith;
0000000991;Scandinavian Airlines (SAS);Boeing 737;160;CPH;OSL;2023/01/18 04:35:29;2023/01/18 05:35:29;2023/01/18 04:35:29;2023/01/18 07:20:29;David Smith;John Jones;
0000000992;Lufthansa;Boeing 777;300;FRA;MAD;2021/07/19 15:44:54;2021/07/19 18:14:54;2021/07/19 15:44:54;2021/07/19 21:14:54;Emily Davis;Laura Brown;
0000000993;LOT Polish Airlines;Embraer E190;100;WAW;BUD;2021/04/08 10:32:09;2021/04/08 11:47:09;2021/04/08 10:32:09;2021/04/08 13:02:09;David Johnson;Michael Johnson;
0000000994;Lufthansa;Boeing 777;300;FRA;MAD;2022/09/08 11:24:54;2022/09/08 13:54:54;2022/09/08 11:24:54;2022/09/08 16:54:54;Emily Davis;Laura Brown;We maintain high standards for cleanliness on board.
0000000995;Ryanair;Boeing 737;189;DUB;BCN;2021/06/09 16:24:35;2021/06/09 19:09:35;2021/06/09 16:29:35;2021/06/09 22:44:35;Laura Wilson;Sarah Davis;The ground crew is handling baggage efficiently.
0000000996;Ukraine International Airlines;Embraer E195;120;KBP;WAW;2023/04/22 15:21:42;2023/04/22 16:51:42;2023/04/22 15:26:42;2023/04/22 19:11:42;Olivia Brown;Sarah Moore;
0000000997;Vueling Airlines;Airbus A319;160;BCN;FCO;2021/07/09 13:17:46;2021/07/09 15:07:46;2021/07/09 13:17:46;2021/07/09 17:17:46;Jane Moore;Emily Taylor;
0000000998;Austrian Airlines;Airbus A321;T;VIE;MUC;2021/07/01 08:29:35;2021/07/01 09:19:35;2021/07/01 08:59:35;2021/07/01 10:39:35;William Miller;John Wilson;We maintain high standards for cleanliness on board.
0000000999;Ryanair;Boeing 737;189;DUB;BCN;2021/10/07 00:52:40;2021/10/07 03:37:40;2021/10/07 01:37:40;2021/10/07 07:52:40;Laura Wilson;Sarah Davis;We have a strong commitment to on-time departures.
0000001000;EasyJet;Airbus A320;180;LHR;CDG;2023/07/13 13:36:18;2023/07/13 14:51:18;2023/07/13 13:36:18;2023/07/13 16:06:18;Sarah Jones;Jane Smith;
